Civilite,Nom,Prenom,Mandat,Circonscription,Departement,Candidat,Date_de_publication,,,,,,,,
Mme,FISCHER,Karin,Conseillère régionale,Centre-Val De Loire,Loiret,MÉLENCHON Jean-Luc,01/02/2022,,,,,,,,
Mme,FIAT,Caroline,Conseillère départementale,,Meurthe-et-Moselle,MÉLENCHON Jean-Luc,01/02/2022,,,,,,,,
Mme,JACQUET,Michèle,Conseillère départementale,,Pas-de-Calais,MÉLENCHON Jean-Luc,01/02/2022,,,,,,,,
M.,DUSSOLLIER,Maurice,Maire,Larreule,Hautes-Pyrénées,MÉLENCHON Jean-Luc,01/02/2022,,,,,,,,
M.,TAVEL,Matthias,Conseiller régional,Pays De La Loire,Sarthe,MÉLENCHON Jean-Luc,01/02/2022,,,,,,,,
Mme,JEAN,Gisèle,Maire,Queaux,Vienne,MÉLENCHON Jean-Luc,01/02/2022,,,,,,,,
Mme,GRUNY,Pascale,Sénatrice,,Aisne,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,GALLAND,Daniel,Conseiller départemental,,Hautes-Alpes,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,BECK,Xavier,Maire,Cap-d'Ail,Alpes-Maritimes,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,CARRETERO,Didier,Conseiller départemental,,Alpes-Maritimes,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,BRUN,Fabrice,Député,3ème circonscription,Ardèche,PÉCRESSE Valérie,01/02/2022,,,,,,,,
Mme,BESSAOU,Magali,Conseillère départementale,,Aveyron,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,LYS,Jacques,Maire,Breuillet,Charente-Maritime,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,GAUCHERON,Olivier,Maire,Verdigny,Cher,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,PERDERISET,Francis,Maire,Saulx-le-Duc,Côte-d'Or,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,VIENET,Michel,Conseiller départemental,,Doubs,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,LE GALL,Jean Noël,Maire,Irvillac,Finistère,PÉCRESSE Valérie,01/02/2022,,,,,,,,
Mme,VERNERET,Virginie,Conseillère départementale,,Loir-et-Cher,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,MALET,Jean-Jacques,Maire,Bellegarde,Loiret,PÉCRESSE Valérie,01/02/2022,,,,,,,,
Mme,DEROCHE,Catherine,Sénatrice,,Maine-et-Loire,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,DUFOUR,Olivier,Maire,Mondement-Montgivroux,Marne,PÉCRESSE Valérie,01/02/2022,,,,,,,,
Mme,SCHULTHESS,Frédérique,Conseillère départementale,,Marne,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,GUENE,Charles,Sénateur,,Haute-Marne,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,LONGUET,Gérard,Sénateur,,Meuse,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,VUILLAUME,François,Maire,Sampigny,Meuse,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,FRANÇOIS,Jean,Conseiller départemental,,Moselle,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,FONTAINE,Patrice,Conseiller départemental,,Oise,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,PICHONNIER,Nicolas,Maire,Rimboval,Pas-de-Calais,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,DURIN,Sylvain,Maire,Servant,Puy-de-Dôme,PÉCRESSE Valérie,01/02/2022,,,,,,,,
Mme,BARRERE,Armande,Conseillère départementale,,Pyrénées-Orientales,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,FURST,Laurent,Maire,Molsheim,Bas-Rhin,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,KENNEL,Guy-Dominique,Conseiller régional,Grand Est,Bas-Rhin,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,LECOQ,Jean-Pierre,Maire d'arrondissement,,Paris,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,FOURGOUS,Jean-Michel,Maire,Élancourt,Yvelines,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,RIQUET,Michel,Maire,Villers-sur-Authie,Somme,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,ALBERTINI,Thierry,Maire,La Valette-du-Var,Var,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,BOUQUET,Florian,Conseiller départemental,,Territoire de Belfort,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,MEUNIER,Denis,Maire,Auvers-Saint-Georges,Essonne,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,TRÉBULLE,François Guy,Maire,Verrières-le-Buisson,Essonne,PÉCRESSE Valérie,01/02/2022,,,,,,,,
Mme,FAIVRE,Capucine,Maire,La Roche-Guyon,Val-d'Oise,PÉCRESSE Valérie,01/02/2022,,,,,,,,
M.,CHARTIER,Bruno,Maire,Saint-Gaultier,Indre,POUTOU Philippe,01/02/2022,,,,,,,,
M.,DUVAL,Claude,Maire,Montmerrei,Orne,POUTOU Philippe,01/02/2022,,,,,,,,
Mme,ECHEVERRIA,Maité,Maire,Ossas-Suhare,Pyrénées-Atlantiques,POUTOU Philippe,01/02/2022,,,,,,,,
M.,GAUTHIER,Marc,Maire,Gigny-sur-Saône,Saône-et-Loire,POUTOU Philippe,01/02/2022,,,,,,,,
M.,DUMONT,Jean-Marc,Maire,Tronget,Allier,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,LÉPINE,Serge,Maire,Camplong-d'Aude,Aude,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,BARRIER,Jean-François,Maire,Velzic,Cantal,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,BOISSET,François,Maire,Riom-ès-Montagnes,Cantal,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,VINET,Maryline,Conseillère départementale,,Charente,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,LAHELLEC,Gérard,Sénateur,,Côtes-d'Armor,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,PEREA,Laurent,Maire,Saint-Capraise-de-Lalinde,Dordogne,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,DUPONT,Marc,Maire,Berthelange,Doubs,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,DUPONT,Ismaël,Conseiller départemental,,Finistère,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,RANNOU,Jacques,Maire délégué d'une commune associée ou d'une commune déléguée,Rosporden,Finistère,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,CADORÉ,Eric,Conseiller régional,Occitanie,Gers,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,CUKIERMAN,Cécile,Sénatrice,,Loire,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,FAVERJON,Christophe,Maire,Unieux,Loire,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,MAHÉ,Véronique,Conseillère régionale,Pays De La Loire,Loire-Atlantique,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,BERNARDI,Eric,Maire,Bouligny,Meuse,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,BASQUIN,Alexandre,Maire,Avesnes-les-Aubert,Nord,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,DULIEU,Jean-Claude,Conseiller départemental,,Nord,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,VÉNIAT,Michel,Maire,Douchy-les-Mines,Nord,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,APOURCEAU-POLY,Cathy,Sénatrice,,Pas-de-Calais,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,PEDOWSKI,Christian,Maire,Sallaumines,Pas-de-Calais,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,DUBOURGNOUX,Eric,Maire,Saint-Gervais-sous-Meymont,Puy-de-Dôme,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,GUINLE,Yolande,Conseillère régionale,Occitanie,Hautes-Pyrénées,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,DEBÛ,Raphaël,Conseiller métropolitain de Lyon,,Rhône,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,LAZAR,Gilles,Conseiller régional,Bourgogne-Franche-Comté,Haute-Saône,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,BAUDRIER,Jacques,Conseiller de Paris,,Paris,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,PATRICE,Laurence,Conseillère de Paris,,Paris,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,TALLET,Maud,Maire,Champs-sur-Marne,Seine-et-Marne,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,JACOB,Claude,Maire,Érondelle,Somme,ROUSSEL Fabien,01/02/2022,,,,,,,,
Mme,LECROQ,Emilie,Conseillère départementale,,Seine-Saint-Denis,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,BELL-LLOCH,Pierre,Maire,Vitry-sur-Seine,Val-de-Marne,ROUSSEL Fabien,01/02/2022,,,,,,,,
M.,LANGLOIS,Daniel,Maire,Palairac,Aude,THOUY Hélène,01/02/2022,,,,,,,,
Mme,MAURICE,Joëlle,Maire,Buffard,Doubs,THOUY Hélène,01/02/2022,,,,,,,,
M.,TELLIER,Pierre,Maire,Migné,Indre,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,MONCEAU,Didier,Maire,Marsainvilliers,Loiret,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,CASUSO,Patrick,Maire,Dinteville,Haute-Marne,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,VIVIER,Francis,Maire,Bathelémont,Meurthe-et-Moselle,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,HURAUT,Jean-Marie,Maire,Thillombois,Meuse,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,GAUDÉ,Hervé,Maire,Malroy,Moselle,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,RENAUT,Jean,Maire,Silly-en-Saulnois,Moselle,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,MEULIN,Maurice,Maire,Rouvroy-les-Merles,Oise,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,NAPORA,Pierre,Maire,Antilly,Oise,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,DE VIGNERAL,Guillaume,Maire,Ri,Orne,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,GAIRIN,Marc,Maire,Momy,Pyrénées-Atlantiques,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,FAYARD,Daniel,Maire,Taponas,Rhône,ZEMMOUR Éric,01/02/2022,,,,,,,,
Mme,LANNETTE MICHAUT,Vanessa,Maire,Vayres,Haute-Vienne,ZEMMOUR Éric,01/02/2022,,,,,,,,
Mme,PIETRI,Marie-Blanche,Conseillère départementale,,Seine-Saint-Denis,ZEMMOUR Éric,01/02/2022,,,,,,,,
M.,MALATERRE,Jean Louis,Maire,Bâgé-le-Châtel,Ain,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,ADAM,Hubert,Maire,Crouttes-sur-Marne,Aisne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BLAIN,Christian,Maire,Marcy-sous-Marle,Aisne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BORNIER,Bernard,Maire,Dercy,Aisne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,JONNEAUX,Christian,Maire,Sons-et-Ronchères,Aisne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,PODEVIN,Nadine,Maire,Guivry,Aisne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,POIX,Patrick,Maire,Sergy,Aisne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,SEGUIN,Guillaume,Maire,Dampleux,Aisne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LESBROS,Georges,Maire,Montmaur,Hautes-Alpes,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,HONORE,Denis,Maire,Villevocance,Ardèche,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,DEBROSSE,René,Maire,Doux,Ardennes,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,JACQUEMART,Jean-Claude,Maire,Ham-sur-Meuse,Ardennes,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,KRETZMEYER ZALTANI,Frédérique,Maire,Angecourt,Ardennes,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LEMAUR,Gilbert Gabriel,Maire,Saint-Nicolas-la-Chapelle,Aube,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BESSAC,Alain,Maire,La Capelle-Bleys,Aveyron,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BLET,André,Maire,Magny-en-Bessin,Calvados,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CHANDON,Gérard,Maire,Perrières,Calvados,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MOURICE,Jean-Pierre,Maire,Pontécoulant,Calvados,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,PISLARD,Guy,Maire,Barbery,Calvados,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,POITEVIN,Christophe,Maire,Agy,Calvados,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,SCELLES,François,Maire,Noron-la-Poterie,Calvados,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,DENIMAL,Philippe Eric Jules,Maire,Épenède,Charente,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,GIOVANNINI,Marie-Claude,Maire,Cherbonnières,Charente-Maritime,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MÈGE,Alain,Maire,Bignay,Charente-Maritime,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,PEREZ,Isabelle,Maire,Mornay-sur-Allier,Cher,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BAUVY,Claude,Maire,Bellechassagne,Corrèze,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,PENELOUX,Didier,Maire,Saint-Germain-Lavolps,Corrèze,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BARTOLI,Jean Jacques,Maire,Sollacaro,Corse-du-Sud,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CHAPUIS,Jean-Marc,Maire,Chivres,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,COURBÉ,Georges,Maire,Thenissey,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,FEBVRE,Monique,Maire,Aubaine,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,GODOT,Véronique,Maire,Sainte-Sabine,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MARTEAU,Pascal,Maire délégué d'une commune associée ou d'une commune déléguée,Collonges-et-Premières,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MYOTTE,Denis,Maire,Bligny-sur-Ouche,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,SIMAR,Camille,Maire,Franxault,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,TASSIN,Nicolas,Maire,Pouilly-sur-Vingeanne,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GUILLERME-JUBIN,Benjamin,Maire,Tramain,Côtes-d'Armor,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,TRELLU,Ronan,Maire,Saint-Carné,Côtes-d'Armor,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,ARNOUX,Denis,Maire,Pont-de-Roide-Vermondans,Doubs,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,DUCRET,Pascal,Maire,Sauvagney,Doubs,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,FARINE,Marc,Maire,Roche-lès-Clerval,Doubs,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GARNIER,Christophe,Maire,Éternoz,Doubs,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MAIRE,Thierry,Maire,Tressandans,Doubs,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,REIGNEY,Frédéric,Maire,Placey,Doubs,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CAUMES,François,Maire,Le Chalon,Drôme,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BRÉANT,Christian,Maire,Flipou,Eure,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CAVELIER,Denis,Maire,Beaubray,Eure,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,HALOT,Philippe,Maire,Bourg-Beaudouin,Eure,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,JOURDREN,Alain,Maire,Sainte-Colombe-près-Vernon,Eure,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LATHUILE,Hélyan,Maire délégué d'une commune associée ou d'une commune déléguée,Verneuil d'Avre et d'Iton,Eure,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MABYRE,Thierry,Maire,Puchay,Eure,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GUILLAUME,Denis,Maire,Tharaux,Gard,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,SAINTOUT,Michelle,Maire,Saint-Estèphe,Gironde,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GAUDICHON,Jean-Michel,Maire,Sainte-Anne-sur-Vilaine,Ille-et-Vilaine,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,RIAUD,René,Maire,Sixt-sur-Aff,Ille-et-Vilaine,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BRUNET,Didier,Maire,Sazeray,Indre,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,VACHAUD,Edith,Maire,Ruffec,Indre,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,MÉLO,Isabelle,Maire,Channay-sur-Lathan,Indre-et-Loire,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,THORIN,Christophe,Maire,Mennetou-sur-Cher,Loir-et-Cher,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LECOCQ,Yves,Maire,Pavezin,Loire,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,DUPIN,Joël,Maire,Issepts,Lot,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,ARMAND,José,Maire,Monheurt,Lot-et-Garonne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CALMELS,Jean,Maire délégué d'une commune associée ou d'une commune déléguée,Massegros Causses Gorges,Lozère,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,SALENDRES,Jean-Sébastien,Maire,Cultures,Lozère,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BOUZIN,Fabien,Maire délégué d'une commune associée ou d'une commune déléguée,Le Teilleul,Manche,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,CHAMPBERTAULD,Isabelle,Maire,La Colombe,Manche,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,HARDEL,Patrick,Maire délégué d'une commune associée ou d'une commune déléguée,Moyon Villages,Manche,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,THOMAS,Daniel,Maire,Baupte,Manche,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CHAPRON,Jean-Pierre,Maire,Cernay-en-Dormois,Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,CHEVALLOT,Pascale,Maire,Gigny-Bussy,Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GUYOT,Gauthier,Maire,Servon-Melzicourt,Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,SEYS,Christian,Maire,Plichancourt,Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,ARONICA,Rosalia,Maire déléguée d'une commune associée ou d'une commune déléguée,Chatonrupt-Sommermont,Haute-Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,COEURDASSIER,Suzanne,Maire déléguée d'une commune associée ou d'une commune déléguée,Val-de-Meuse,Haute-Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MEGA,Vincent,Maire délégué d'une commune associée ou d'une commune déléguée,Le Montsaugeonnais,Haute-Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,PLURIEL,Daniel,Maire,Neuvelle-lès-Voisey,Haute-Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,RONDELET,Vincent,Maire,Valleret,Haute-Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,SIMON,Gilles,Maire,Rouvres-sur-Aube,Haute-Marne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CRESPY,Jean-Claude,Maire,Armaucourt,Meurthe-et-Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MONZEIN,Pierre Christian,Maire,Halloville,Meurthe-et-Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,PETIT,Denis,Maire,Dommartin-la-Chaussée,Meurthe-et-Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,PETITJEAN,Gérald,Maire,Essey-et-Maizerais,Meurthe-et-Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,POINT,Sébastien,Maire,Montenoy,Meurthe-et-Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,VERRON,Laurent,Maire,Ville-Houdlémont,Meurthe-et-Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,ILIC,Jean-Marc,Maire,Fresnes-au-Mont,Meuse,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LECLERC,Raymond,Maire,Lahaymeix,Meuse,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,NAJOTTE,Sylvie,Maire,Montigny-lès-Vaucouleurs,Meuse,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,RICHARD,Claude,Maire,Vigneul-sous-Montmédy,Meuse,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,THIRIET,Michelle,Maire,Sauvoy,Meuse,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,TIRLICIEN,Alain,Maire,Neuville-lès-Vaucouleurs,Meuse,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,VINCENT,Eric,Maire,Champougny,Meuse,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GENIN,Alain,Maire,Aspach,Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,GEORGES,Evelyne,Maire,Arraincourt,Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LICHT,Yves,Maire,Contz-les-Bains,Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LOUNISSI,Pierre,Maire,Hestroff,Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,RAUSCH,Roland,Maire,Betting,Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,ROHMER,Pascal,Maire,Vasperviller,Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,TURCK,Gilbert,Maire,Chailly-lès-Ennery,Moselle,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CANESSE,Pierre,Maire,Salomé,Nord,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,RICHARD,Jacques,Maire,Gouzeaucourt,Nord,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GONIAUX,Joël,Maire,Boullarre,Oise,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,JAMAULT,Paul,Maire,Lavacquerie,Oise,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,JOYOT,Robert,Maire,Ponchon,Oise,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LETETREL,Charlie,Maire,Saires-la-Verrerie,Orne,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,DESCHARLES,Jean-Claude,Maire,Saint-Josse,Pas-de-Calais,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GAUDUIN,Jean-Claude,Maire,Waben,Pas-de-Calais,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LALISSE,Michel,Maire,Metz-en-Couture,Pas-de-Calais,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,SAUX,Marie-Pierre,Maire,Les Pradeaux,Puy-de-Dôme,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,XANCHO,Philippe,Maire,Saint-Jean-Lasseille,Pyrénées-Orientales,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,DIERBACH,Guy,Maire,Hirschland,Bas-Rhin,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,GERBER,Frédy,Maire,Lohr,Bas-Rhin,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,RISS,Georges,Maire,Obermorschwiller,Haut-Rhin,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BRENOT,Emilien,Maire,Bussières,Haute-Saône,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,MARCHAL,Jean,Maire,Breurey-lès-Faverney,Haute-Saône,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,VILLANI,Hugues,Maire,Courmont,Haute-Saône,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BERTRAND,Jean-Marc,Maire,Saint-Martin-la-Patrouille,Saône-et-Loire,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,JUSSEAU,Bernard,Maire,Saint-Martin-du-Tartre,Saône-et-Loire,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,CANICATTI,Georges,Maire,Contamine-Sarzin,Haute-Savoie,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,BUQUET,Alexandra,Maire,Butot-Vénesville,Seine-Maritime,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,CAHARD,Christelle,Maire,Rainfreville,Seine-Maritime,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,FÉCAMP,Gérard,Maire délégué d'une commune associée ou d'une commune déléguée,Petit-Caux,Seine-Maritime,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,ROLLAND,Hervé,Maire,Le Catelier,Seine-Maritime,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,LANGLET,Jean-François,Maire,Vaux-Marquenneville,Somme,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,FEVE,Annie Jacqueline,Maire,Dompierre,Vosges,ARTHAUD Nathalie,03/02/2022,,,,,,,,
Mme,IZZILLO,Danielle,Maire,Évaux-et-Ménil,Vosges,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,SARRAZIN,Pierre,Maire,Allarmont,Vosges,ARTHAUD Nathalie,03/02/2022,,,,,,,,
M.,BOLLINNE,Hervé,Maire,Bertricourt,Aisne,ASSELINEAU François,03/02/2022,,,,,,,,
M.,BOUDEELE,Jean-Michel,Maire,Le Plessier-Huleu,Aisne,ASSELINEAU François,03/02/2022,,,,,,,,
M.,CHARPENTIER,Pascal,Maire,Nanteuil-la-Fosse,Aisne,ASSELINEAU François,03/02/2022,,,,,,,,
M.,MARCELLIN,Bruno,Maire,Margival,Aisne,ASSELINEAU François,03/02/2022,,,,,,,,
M.,MELLING,Patrick,Maire,Ville-Savoye,Aisne,ASSELINEAU François,03/02/2022,,,,,,,,
